,news_title,news_details,date
1449,Cowen and Company's bullish on Amazon Go,"
Analyst John Blackledge considers an $800B total addressable grocery market for Amazon to capitalize on, suggesting the segment could become the company's greatest source of revenue and GMV upside worldwide. Combined with the market size, spotlights the high frequency of purchases made monthly (estimates 4x-5x) within the grocery category.Restates Amazon (AMZN +2.6%) at Outperform.Amazon Go ",2016-12-5
1450,"Monness, Crespi, Hardt & Co. explores hypothetical Pandora buyout by Amazon","
Analyst James Cakmak ideates an Amazon (AMZN +2.1%) combination representing greater long-term potential for Pandora's (P +1.6%) customer and business prospects than a rumored Sirius XM Holdings arrangement.Notes a prospective stock deal would equate to approximately 1% of Amazon's overall market capitalization and the value Amazon could derive from various potential integrations (Alexa, Prime) of the Pandora service.On Friday: Sirius XM Holdings approach of Pandora board noted / Pandora +13%; reportedly open to talks with Sirius XM involving saleRelated (October 12): Amazon introduces Amazon Music Unlimited streaming service ",2016-12-5
1451,Amazon introduces new store concept with no checkout lines,"
 Amazon (NASDAQ:AMZN) has announced a new retail concept called Amazon Go. The first Amazon Go store in Seattle sells ready-to-eat meals, snacks and locally-prepared bakery items. The service features no lines and no checkout procedures other than a smartphone scanner as it utilizes a virtual shopping cart to process payments quickly. Amazon Go YouTube videoETFs: XLP, XLY, VDC, XRT, VCR, RTH, RETL, FXG, PBJ, IYK, FXD, RHS, FDIS, FSTA, RCD, PEZ, PMR, UGE, SZK, CNDF, CNSF, FTXD, FTXG, IBUY, JHMC, JHMS.  ",2016-12-5
1452,"Microsoft takes aim at Amazon's Echo, Google Home","
Sources say the recently-rumored Microsoft (NASDAQ:MSFT) HomeHub is a Windows 10 feature designed to make the PC the center of your home, bringing the smart home to Windows.The feature will allow Cortana to be summoned on any Windows 10 PC lock screen.It's expected to appear in Win 10 updates starting in 2017According to Microsoft enthusiasts, the software-only feature could trump Amazon's (NASDAQ:AMZN) Echo and Google (NASDAQ:GOOG) Home due to the obvious convenience of screen access. ",2016-12-4
1453,Amazon sustains aggressive cloud approach,"
With AWS re:Invent 2016 wrapping up as the week comes to a close (view a comprehensive synopsis of the event's developments here), Amazon (AMZN -0.5%) appears in no way easing concentration on its cloud business. Rather, it's ramping on it as competition and potential for the segment moves further into play.In one slide presented by AWS CEO Andy Jassy, approximately 1,000 new capabilities are cited to be added to the unit's services every day, up from a 722 figure for the year prior.Additionally, an area of development opportunity observed and acted on this week comprised artificial intelligence, through the launch of Amazon AI. With Microsoft (MSFT -0.1%) and Google (GOOG, GOOGL) already directing attention this way, Amazon not excluded, projecting further distance between Amazon and its closest cloud rivals isn't unreasonable given the offensive it's waging in the field.N.B. Most recent (Q3) cloud revenues at Amazon come in at $3.231B (+55% Y/Y), for Microsoft, through the form of +116% growth (no declared figure) and at Google, as the greatest percentage of year-over-year growth across all segments (no declared figure). ",2016-12-2
1454,"Amazon Web Services, Salesforce extend cloud infrastructure partnership","
Salesforce (CRM +0.2%) to utilize AWS (AMZN +0.1%) infrastructure in Canada, marking the first AWS region to become supported as part of Salesforce's international infrastructure efforts.Delivery to customers of Salesforce's Sales Cloud, Service Cloud, Community Cloud, Analytics Cloud and other services on the the infrastructure will be enabled. Mid-2017 availability of the integrations is anticipated.Further related alliances are noted to be expected.Previously (May 25): Salesforce.com chooses Amazon Web Services for major migrationSalesforce and Amazon Web Services ",2016-12-2
1455,"Amazon Channels adds HBO, Cinemax","
HBO for $14.99 per month, Cinemax for $9.99 (TWX +0.3%).Amazon Channels (AMZN -0.4%), accessible to Prime members, counts more than eighty available video subscriptions including Showtime, Starz and others.Press release ",2016-12-1
1456,FlexShares STOXX US ESG Impact Index ETF (ESG) November Summary,"
November monthly performance was: +3.54%AUM of $5.18M52-week performance vs. the S&P 500 is: -3%No dividends were paid in NovemberTop 10 Holdings as of 10/31/2016: Apple Inc (AAPL): 6.80131%, Microsoft Corp (MSFT): 5.15024%, Exxon Mobil Corp (XOM): 3.74079%, General Electric Co (GE): 2.88197%, Procter & Gamble Co (PG): 2.47992%, AT&T Inc (T): 2.43052%, Wells Fargo & Co (WFC): 2.30872%, Amazon.com Inc (AMZN): 2.24391%, Facebook Inc A (FB): 2.2067%, Alphabet Inc C (GOOG): 2.16615% ",2016-12-1
1457,Amazon considering conversion of Italian power stations to data centers,"
Through discussions with Enel, Amazon (AMZN -0.8%) is reportedly looking at three to five sites in northern Italy, specifically plants in the Piedmont region and in the area of Piacenza, the latter a city which is in close proximity to the company's main Italian distribution center (1,000 employees).Amazon's allegedly willing to expense up to €1B on the conversions.The company has invested €450M in Italy since 2010 and maintains a total workforce of 1,700 there. A substantial storage and logistics facility to be built in Rome was announced in July.Other European infrastructure initiatives of late involve planned data centers in France and London, as well as investments in Ireland and Germany. External of Europe, forthcoming AWS regions are set for Montreal and Ningxia.As demand for virtual cloud services rises, so too do physical infrastructure requirements. Look for expenses to continue ramping at Amazon and other cloud contenders as the heightened demand has also consequently tightened competition across the space.Related (October 31): Amazon, Alphabet, Microsoft combine for 12% year-term capital expenditure increase amid intensifying cloud raceRelated (ongoing this week): AWS re:Invent 2016 Live Stream ",2016-11-30
1458,Amazon device sales register all-time best holiday weekend,"
Echo Dot, Fire TV Stick with Alexa Voice Remote, Fire Tablet and Echo comprised top-selling products across all categories, and manufacturers, on Amazon over the Thanksgiving holiday weekend period.Sales of the Echo lineup of devices increased 7x on Cyber Monday compared to 2015. Fire TV devices increased 2.5x and Fire Tablets 2x over the same term.No concrete figures are provided, but Amazon (NASDAQ:AMZN) notes millions of the company's devices were sold. ",2016-11-29
1459,Amazon reportedly developing touchscreen Echo-type device,"
Said to potentially to be released as soon as Q1 2017, with improved speakers and higher price-point than existing Echo offerings.Considered to target kitchen applications, with a seven-inch tilt screen visible while standing (i.e. over a counter).With the success of Amazon's (NASDAQ:AMZN) existing smart-speaker lineup, and increased competition (Google Home, rumored Apple interest) in the space overall, Amazon could be looking to stay ahead of the curve through such an addition to its portfolio. ",2016-11-29
1460,Amazon Web Services re:Invent 2016,"
The fifth Amazon Web Services re:Invent conference will begin today in Las Vegas, as more than 32,000 people gather to hear about the cloud giant's services, strategy, pricing, best practices and new offerings.""We're not close to being done adding new capabilities,"" AWS Chief Executive Andy Jassy said in an interview last week.Sales of Amazon's (NASDAQ:AMZN) subscription-based, on-demand services ballooned 55% in the third quarter to $3.2B. ",2016-11-29
1461,AT&T details DirecTV Now,"
Launching November 30.Availability – Android devices and tablets, iPhone, iPad and Apple TV, Amazon Fire and Fire TV Stick, Chromecast (Android on launch, iOS 2017), Internet Explorer, Chrome and Safari browsers, Google Cast-enabled LeEco ecotvs and VIZIO SmartCast Displays. Roku and other device compatibility planned for 2017.Packages – Live a Little ($35/month, 60+ channels), Just Right ($50/month, 80+ channels), Go Big ($60/month, 80+ channels) [launch promotion for $35/month], Gotta Have It ($70/month, 120+ channels)HBO and Cinemax add-ons available at $5/month.Promotions noted in collaboration with Apple (NASDAQ:AAPL) [Apple TV included with any package prepaid for 3 months], Amazon (NASDAQ:AMZN) [Fire TV Stick with Alexa Voice Remote included with any package prepaid for 1 month], LeEco [service included for variable timeframes with purchase of certain smartphones and TVs] and Lenovo (OTCPK:LNVGY) [1 month service included with purchase of laptops with Intel Core i3, i5 or i7 processors].AT&T (NYSE:T) shares are unmoved (+0.03%) in extended trading at $39.55.Launch event live-streamDirecTV Now ",2016-11-28
1462,"Amazon reportedly building counterfeit-prevention teams, brand registry","
According to Bloomberg sources, within the U.S. and Europe.These newly-formed teams are claimed to be put in place to encourage registry of brands with the marketplace, including those not currently selling on Amazon, in order to facilitate a system whereby merchants can prove permission to sell a brand's products. Amazon had previously experimented with Nike and others earlier in the year on the approach.Though Amazon (AMZN -1.5%) is ""aggressively pursuing bad actors"" when it comes to counterfeit items, the issue has remained in focus of late and one that looks to command increased attention going forward.Earlier this month (November 16): Amazon takes counterfeiters to court ",2016-11-28
1463,Investment firms weigh in on Black Friday standouts,"
KeyBanc calls Amazon (AMZN -0.1%) and Wal-Mart (WMT +0.7%) early winners of the Black Friday shopping period based on channel checks.The investment firm confirms other reports that mall traffic is light. Within the mall sector, Lululemon (LULU +0.2%), Victoria's Secret (NYSE:LB) and Gaps (GPS -1.4%) are called outperformers - while concerns are raised over Buckle (BKE +0.6%) and Vera Bradley (VRA +0.8%).Cowen also sees Wal-Mart as a winner. Pink (LB) and American Eagle Outfitters (AEO +0.2%) are also doing wel, according to analyst Olivia Chen.MKM Partners has an eye on margins. The combination of ""virtually all"" retailers offering broad discounts on store assortment and a low level of inventory heading into the shopping period is striking.FBR Capital reiterates the broad theme that online sales are diluting Black Friday store traffic. Despite the overhang - Carter's (CRI +0.2%), Hanesbrands (HBI -0.3%), Chico's (CHS +0.7%) and Children's Place (PLCE +1.3%) are called out by FBR as standouts.#BlackFriday ",2016-11-25
1464,Microsoft escalating emphasis on cloud services in China,"
 The South China Morning Post reports Microsoft's Azure platform comprises 17.3% of market share within the country, and maintains positioning there second behind Alibaba Cloud (BABA -0.1%) [N.B. Alibaba owns the South China Morning Post], and ahead of thirdly ranked Amazon Web Services (AMZN) among public cloud platforms in Q4 2016.As it targets expanded development in China, Microsoft (MSFT) notes partnerships represent primary focus of the cloud business' growth strategy and that the company overall is ""very different"" from where it was ten or even five years ago.With Alibaba looking to expand its cloud presence into new markets, Amazon already a leader in many, Google ramping attention on its platform and Microsoft's steady transition to a broad focus on cloud-integrated services, the global race for cloud share is well underway and intensifying rapidly.Related (October 31): Amazon, Alphabet, Microsoft combine for 12% year-term capital expenditure increase amid intensifying cloud race  ",2016-11-25
1465,Amazon reportedly in discussions to acquire Souq.com,"
Through a prospective $1B deal.Souq.com (SOUQ) is said to have originally targeted sale of a percentage stake, though latest developments have Amazon (AMZN +0.2%) considering the entire operation.Souq.com claims 1.5M+ products for sale in the United Arab Emirates, Egypt and Saudi Arabia, and has registered $425M in overall funding as a private company since founding in 2005. ",2016-11-25
1466,Amazon's Black Friday on pace to beat last year,"
In an emailed statement, Amazon (NASDAQ:AMZN) says it's on pace to surpass the number of items sold last year, with Alexa devices among the best-sellers thus far today.Other best-sellers include Hasbro's (NASDAQ:HAS) Pie Face Game, Instant Pot 7-in-1 Multifunctional Cooker, WeMo Switch Smart Plug (works with Alexa), and the Sennheiser HD 598 Headphones.The company also put out a press release earlier this morning detailing some of its Cyber Monday deals.Shares +0.8% premarket#BlackFriday ",2016-11-25
1467,Amazon delivery pilots ordered to end strike,"
Pilots for the Air Transport Services Group (NASDAQ:ATSG) unit that hauls packages for Amazon (NASDAQ:AMZN) and DHL have been ordered back to work by a federal judge, halting a strike that threatened to disrupt holiday deliveries.""The public expects that purchases and shipments will be delivered in a timely fashion,"" U.S. District Judge Timothy Black said in the ruling. ""Absent an injunction, ABX, its customers and the public will suffer immediate, irreparable harm. Imagine Christmas without Amazon!""The pilots walked off the job early Tuesday over what they said were violations of their collective bargaining agreement, but Judge Black said there was ""no evidence"" to support their claims. ",2016-11-24
1468,"Oppenheimer & Co. bullish on valuations at Facebook, Amazon, Alphabet, Netflix","
Analyst Jason Helfstein considers Facebook and Amazon among the most attractive of the group, though Outperform ratings on each are held by the firm. While sharp negative post-election reaction across the names is somewhat moderating, notes investor concern involving net neutrality, immigration, regulation and trade remain, resulting in below-premium trading levels.On Facebook, cites expected catalysts in ad monetization generated through video strategy, Instagram prospects and Dynamic Product Ads, and on Amazon, sees strength in holiday shopping season and Amazon Web Services.For Alphabet, observes YouTube momentum, growing ad budgets and holiday season opportunity among other catalysts. On Netflix, considers possible upside to held estimates.Since U.S. election (November 8) – (NASDAQ:FB) -2.9%, (NASDAQ:AMZN) -1.05%, (NASDAQ:GOOGL) -4.3%, (NASDAQ:GOOG) -3.9%, (NASDAQ:NFLX) -5.3%Last week: Piper Jaffray reissues Overweight position on Facebook, Amazon, Alphabet, Netflix ",2016-11-23
1469,Goldman's list of stock longs mattering most to hedge funds,"
Looking at the top 50 hedge fund hotels, it's probably little surprise that Amazon (NASDAQ:AMZN) and Facebook (NASDAQ:FB) top the list, with Amazon making for a top 10 holding in 61 funds, and Facebook in 57.Rounding out the top 10 are Charter Communications (NASDAQ:CHTR), Alphabet (GOOG, GOOGL), Apple (NASDAQ:AAPL), Microsoft (NASDAQ:MSFT), Yahoo (YHOO), Allergan (NYSE:AGN), Bank of America (NYSE:BAC), and Priceline (PCLN).Looking at another gauge - the percent of market cap owned by hedge funds - shows CommScope (NASDAQ:COMM) leading the way, with hedge funds owning 37%. Next is Dell Technologies (DVMT) and Expedia (NASDAQ:EXPE) at 30%, and after that: Liberty Broadband (NASDAQ:LBRDK) at 24%, LinkedIn (LNKD) at 21%, Constellation Brands (NYSE:STZ) at 20%, and Humana (NYSE:HUM) and WhiteWave Foods (NYSE:WWAV) at 19%.Previously: Goldman's list of shorts mattering most to hedge funds (Nov. 22) ",2016-11-22
1470,Pilot strike grounds flights at Amazon contractor ABX Air,"
250 pilots at ABX Air, subsidiary of Air Transport Services Group, are striking on alleged workforce shortages. The carrier handles around 35 flights per day for Amazon.ABX Air plans legal action as it looks to navigate the stoppage.Impact, if any, on Amazon (AMZN +1.2%) remains to be quantified, though any disruptions across its transport network as the holiday season comes into view is naturally unwelcome. ",2016-11-22
1471,Amazon plans third Nevada fulfillment center,"
To be located in North Las Vegas and add 1,000 full-time jobs to an existing 1,500 headcount attributed to Amazon's (NASDAQ:AMZN) other two facilities in the state.Packing and shipping of large items (big-screen televisions, kayaks, patio furniture) comprise principal aim of the forthcoming 800,000-square-foot space. ",2016-11-22
1472,'The Grand Tour' smashes Amazon streaming record,"
It looks like Amazon's (NASDAQ:AMZN) rumored $250M bet is already starting to pay off.The first episode of the reincarnation of Top Gear has become the biggest show premiere on Amazon's streaming service, with new Prime membership signups during the debut exceeding all previous days (apart from Prime Day).""Millions of members"" streamed the first episode of The Grand Tour over the opening weekend in the U.S., the U.K., Germany, Austria, and Japan. ",2016-11-22
1473,Amazon considered to be exploring live sports Prime package,"
Talks with the NBA, MLB, NFL, MLS and elsewhere involving live game rights are reported to have taken place in recent months.Broad and varied interest across offerings is indicated, with scouting for potential content usage from those majors mentioned above, The Walt Disney Company's ESPN (NYSE:DIS) and Univision Communications to ONE World Sports highlighted.Despite various complications revolving around the securing of sports rights, Amazon (AMZN +2.3%) undoubtedly has the platform and potential to make such an effort worth pursuing. ",2016-11-21
1474,Cowen and Company estimates Amazon's U.S. Prime membership count at 49.5M,"
Up from the firm's 47M on-average estimate for Q3 and 40M for the year-ago period.As Amazon (AMZN +2.2%) doesn't issue Prime user count metrics, Cowen and Company formulates the numbers on consumer surveys it conducts.From the latest survey results, Prime purchases comprised 57% of total purchasers in October, a 49% increase over calculations for October 2015. Other measurements include October purchase rates of Prime members (83%) compared to non-Prime U.S. consumers (49%), grocery and consumables segment purchases estimated higher by 12% Y/Y (compared to 2% and 1% increases at Wal-Mart Stores and Target, respectively) and electronic and other general merchandise segment buys up 12% Y/Y compared to 23% Y/Y growth realized in the third quarter term. ",2016-11-21
1475,"HBO Now, Amazon Channels deal reported","
The Information suggests HBO Now (TWX +0.7%) could soon be added to Amazon's Channels portfolio, reporting a potential three-year deal is nearing realization.Amazon Channels (AMZN +0.8%) presently includes streaming offerings by Showtime, Starz and others, which Prime members are able to subscribe to on individual, monthly bases. With HBO Now subscriptions available through Apple TV, Roku and elsewhere, the absence had been one of note.Yesterday: Amazon streaming video service possibly on verge of worldwide expansion ",2016-11-18
1476,Amazon keeps edging into the auto industry,"
 Fiat Chrysler Automobiles (NYSE:FCAU) and Amazon (NASDAQ:AMZN) are teaming up to sell cars online, according to Reuters. Consumers will still finalize their car purchases at a dealership.The initiative will start off in Italy with the Fiat 500, Fiat Panda and Fiat 500L. ""The time has arrived to give consumers a new, more efficient and transparent way to choose a new vehicle,"" says Fiat's top exec in Italy. Though the Fiat-Amazon tie-up isn't necessarily groundbreaking, it's still another crack in the dealership model that could have implications down the road. Related automobile sector stocks: GM, F, TM, HMC, OTCPK:NSANY, TSLA, VLKAY, OTCPK:DDAIF, OTCPK:HYMLF, OTCPK:BMWYY, TTM, TSLA, AN, KMX, SONC.Previously: Amazon launches automotive research portal, Amazon Vehicles (Aug. 25)  ",2016-11-18
1477,Amazon Web Services reportedly developing new deep learning service,"
Considered potentially similar in aim to Google's (GOOG, GOOGL) TensorFlow open source library for machine learning.The report rounds out a week of related developments in the realm of artificial intelligence and cloud integrations from competitors Microsoft (NASDAQ:MSFT) and Google as the group overall looks to expand cloud potential even further.This week: Google, Intel form enterprise cloud alliance / Baird notes Google distinction among artificially-intelligent cloud contenders / Google bolstering attention on AI, cloud synergies / Microsoft ramps focus on Azure's AI role / Nvidia, Microsoft collaborating on enterprise AI / Google Cloud Machine Learning family grows with new API, editions and pricing ",2016-11-18
1478,Amazon streaming video service possibly on verge of worldwide expansion,"
Current availability is limited to the U.S., UK, Germany, Austria and Japan. Intentions for a launch in India had furthermore previously been made known.Source of the expansion theory – The presenters of Amazon's (NASDAQ:AMZN) ""The Grand Tour"" original series, launching tomorrow. ",2016-11-17
1479,"Piper Jaffray reissues Overweight position on Facebook, Amazon, Alphabet, Netflix","
On the post-election downtrend in the technology sector, Gene Munster, ""would be buying the fear priced into internet mega-caps,"" noting concerns over the incoming U.S. administration are ""largely extrapolated from sound bites that are unlikely to manifest."" Believes potential net neutrality rollbacks, H1-B visa limitations and other speculative headwinds to remain unrealized.Since Election Day – Facebook (NASDAQ:FB) -6%, Amazon (NASDAQ:AMZN) -4.5%, Alphabet -2.6% (GOOG), -3.3% (GOOGL), Netflix (NASDAQ:NFLX) -6.7%Further: ""Amazon, Alphabet, Facebook, and Netflix have clear, long-term tailwinds for revenue and earnings growth; in our opinion, on long-term valuation frameworks each looks attractively priced. Moreover, as investors roll their focus to 2018 estimates for their valuation frameworks these companies look remarkably attractive relative to broader tech and the market.""Concludes that ""long-term investors should use this pullback as an opportunity to buy long-term secular winners at discounted valuations."" ",2016-11-17
1480,"Amazon rolls out family plans for music service, announces one-day Prime discount for launch of 'The Grand Tour'","
Amazon Music Unlimited's family plan allows access for 6 users at a $14.99 price point, in line with family plans offered at Spotify and Apple Music. Three tiers are now offered, an Echo plan, Individual plan and Family plan.Regarding Prime, Amazon (AMZN +0.7%) is discounting the offering's annual fee by 20% ($99 to $79) this Friday only, in conjunction with the exclusive premier of ""The Grand Tour.""The Grand Tour: The Official TrailerOctober 12: Amazon introduces Amazon Music Unlimited streaming service ",2016-11-16
1481,Amazon takes counterfeiters to court,"
Amazon (NASDAQ:AMZN) for the first time has filed lawsuits against counterfeit sellers, after a number of businesses voiced concern that knockoffs were killing their sales and endangering consumers.The online retail giant has increasingly relied on third-party sellers to fuel its growth, but opening its website brought with it a greater chance for fake goods to enter its warehouses. ",2016-11-16
1482,Amazon shadow begins to extend to restaurant sector,"
 Amazon (AMZN +2.6%) announced today that it launched its one-hour restaurant delivery service in Irvine, California. More than 50 restaurants are included in the program, with most appearing to be independent operators. Amazon Restaurants is now active in six California cities. The program is for Prime members only and includes no mark-ups from the pricing listed on the restaurants' menus. A broader roll-out of Amazon Restaurants could eventually threaten InstaCart, GrubHub (NYSE:GRUB), HelloFresh and Blue Apron - as well as nip at after work takeout traffic at Whole Foods Market (WFM). It could also be a concern for operators such as DineEquity (NYSE:DIN), Darden Restaurants (NYSE:DRI) and Brinker International (NYSE:EAT) as it gives independent restaurants a formidable partner.  ",2016-11-15
1483,Retail sales show strength as wage increases supersede election anxiety,"
 Retail sales topped expectations in October off of broad strength across key categories. On a year-over-year comparison, retail sales were up 4.3% during the month as hiring and wage growth clearly overshadowed election fatigue. Building material and garden equipment sales increased 1.1% M/M and 6.5% Y/Y. That strength was tipped off a bit earlier when Home Depot (NYSE:HD) reported. Sales at health and personal care stores were up 0.8% M/M and 8.3% Y/Y. Not a bad read for Ultra Beauty (NASDAQ:ULTA) and e.l.f. Beauty (NYSE:ELF). The miscellaneous store retailers and nonstore retailers categories both showed a sizzling double-digit Y/Y pace of sales. Amazon (NASDAQ:AMZN) and eBay (NASDAQ:EBAY) are included in the latter group of online sellers. ""The consumer is in good shape,"" says Barclays chief U.S. economist Michael Gapen after digesting the data.Retail ETFs: XLY, XRT, VCR, RTH, RETL, IYK, FXD, IYC, FDIS, SCC, RCD, UCC, PMR, UGE, SZK, CNDF, FTXD, JHMC.  ",2016-11-15
1484,Amazon Music Unlimited goes live in the UK; Germany and Austria expansion also anticipated,"
Following initial availability of the service in the U.S. last month.Amazon (AMZN -2.6%) notes it's ""been thrilled with customer reaction to the launch of Amazon Music Unlimited in the U.S."" and is ""excited to quickly bring the service to customers in the UK.""Priced at £7.99 per month or £79 per year for Prime members and £9.99 for non-Prime members. A £3.99 per month Echo-exclusive subscription is also available.While extension into the UK marks the first disclosed region outside of the U.S., launches in Germany and Austria are reportedly expected today as well.Previously (October 11): Amazon introduces Amazon Music Unlimited streaming serviceRelated: (October 19): Amazon signs first exclusive music streaming deal with Garth Brooks, sponsoring world tourAmazon Music Unlimited [UK] ",2016-11-14
1485,Amazon extends Home Services into new U.S. markets,"
Coming to Indianapolis, Las Vegas, San Antonio, Ann Arbor, Cleveland, Milwaukee, Boulder, Raleigh and 18 other regions, broadening coverage to a total of 50 metro areas across the country.Amazon (NASDAQ:AMZN) notes a 1,500% increase in service providers has been realized since launching the offering last year.Highlights the upcoming holiday season on the near-term in the disclosure, though an emphasis on merging robust digital capacity with physical aspects continues to remain on display as part of more longer-term strategy.Services ",2016-11-14
1486,Amazon to refund in-app purchases by kids,"
Saying it was too easy to spend their parent's money, Seattle District Judge John Coughenour has set up a year-long process to reimburse customers whose children made Amazon (NASDAQ:AMZN) in-app purchases without permission, but rejected an FTC request for a $26.5M lump-sum payout.The agency already settled similar cases against Apple and Google. All three companies now require a password for in-app purchases or an opt-in to enable purchases without a code. ",2016-11-11
1487,Cowen and Company unconcerned on Amazon sell-off,"
Analyst John Blackledge considers Amazon's fundamentals strong and highlights accelerating growth in Prime membership and units sold, solid position in e-commerce domestically and overseas, a fulfillment center development ramp attributable to high demand and strength at AWS.Remains ""super bullish on Amazon"" and considers the present movement ""just a blip in the road."" Amazon (NASDAQ:AMZN) shares are down 2.6% on a 5-day term and 11% overall on the month.Earlier: Downdraft hits tech post-election ",2016-11-10
1488,Amazon's Bezos tries to make nice with Trump,"
The man who not long ago offered Donald Trump a one-way ticket into outer space earlier today tweeted out his congratulations to the president-elect, pledging an ""open mind"" and wishing him ""great success.""Candidate Trump, of course, promised to bring down plenty of trouble on the Amazon (NASDAQ:AMZN) CEO (and Washington Post owner). Amid a major stock market rally since the election, Amazon is down more than 5%. ",2016-11-10
1489,Downdraft hits tech post-election,"
As major U.S.-based companies Apple (AAPL -2.6%), Amazon (AMZN -4.8%), Facebook (FB -2.4%), Alphabet (GOOG, GOOGL), Microsoft (MSFT -2.6%) and Netflix (NFLX -5.9%) trade substantially and uniformly off on the day in stark comparison to rallies ongoing in other sectors, observations on root causes vary.Theories involve uncertain anticipated adjustments to foreign trade policies, possible domestic regulation modifications, run-ups in the sector prior to Election Day sparking a resulting sell-off, natural portfolio restructuring and campaign rhetoric that is unclear at this point how material it may eventually prove to become.The sector remains on close watch until volatility and heavy movement into the red on a near-term basis subsides and implications of a transitioning U.S. government become more clear. ",2016-11-10
1490,Retailers rally on hopes of renewed consumer spending,"
 Retail store chains are breaking higher as investors digest the impact of the GOP sweep. A very popular topic on Q3 conference calls was election anxiety in the U.S., with the thought that consumers were holding back. An interesting point is that in recent consumer sentiment surveys Republicans showed a sharply lower positive reading on the state of affairs than Democrats. If the theory holds out, close to 60M Trump voters will now open their pocketbooks a bit more. Gainers include Fred's (FRED +10.5%), Tuesday Morning (TUES +7.1%), Kroger (KR +4.2%), Whole Foods Market (WFM +2.5%), Supervalu (SVU +4.2%), Ollie's Bargain Outlet Holdings (OLLI +3%) Stage Stores (SSI +6.7%), Build-A-Bear Workshop (BBW +2.7%), Kohl's(KSS +3.3%), Dillard's (DDS +2.2%), Stein Mart (SMRT +4.5%), Tailored Brands (TLRD +4.1%), Guess (GES +3.6%), Gap (GPS +3.1%), Buckle (BKE +3.6%) and PriceSmart (PSMT +1.4%).  ",2016-11-9
1491,"Amazon opens 3% lower; tax practices, Washington Post ties previously called out by incoming administration","
U.S. president-elect Trump has in the past brought up Amazon (NASDAQ:AMZN) CEO Jeff Bezos' ownership, through Nash Holdings LLC, of The Washington Post.Trump earlier in the year: ""Every hour we’re getting calls from reporters from The Washington Post asking ridiculous questions and I will tell you, this is owned as a toy by Jeff Bezos, who controls Amazon. Amazon is getting away with murder tax-wise. He’s using the Washington Post for power so that the politicians in Washington don’t tax Amazon like they should be taxed."" Further: ""Amazon is controlling so much of what they’re doing, and what they’ve done is he bought this paper for practically nothing and he’s using that as a tool for political power against me and against people and I’ll tell you what, we can’t let him get away with it.""Though clear action on taxes and related matters is yet to be set forth, and whether the oratory eventually proves material or not, a focus on tax reform and adjustments has been highlighted.Despite the early move downward, Amazon's nonetheless relatively unmoved on the week (0.20%) and remains lower by over 8% on the month.N.B. Across the technology sector, other major companies including Apple, Microsoft, Alphabet, Facebook, IBM and others are moderately impacted on the day to levels 1%-2% beneath yesterday's close. ",2016-11-9
1492,Wish reported to raise new $500M investment,"
Marking a funding total of $1.08B and valuing the startup within a $3.5B-$5B range.Temasek Holdings, a sovereign wealth fund of the Government of Singapore, is considered to have led the new round.Wish (WISHOP), often discussed in relation to Amazon (NASDAQ:AMZN), Alibaba (NYSE:BABA) and other e-commerce operations, has in the past been rumored a potential buyout candidate, though for the time being appears to maintain focus on conducting an independent mission. ",2016-11-7
1493,Rumblings of activist investor action at Whole Foods Market,"
 Whole Foods (WFM) is up 1% after shares were briefly halted following a volume spike. Bloomberg reports that a major shareholder has met with potential activist firms to push for a sale or significant strategy reset. Concerns over inventory and vendor management were cited. Shares of the grocery store chain were in negative territory earlier in the day after Bank of America Merrill Lynch downgraded WFM to Underperform and set a price target of $25.After bouncy trading, Whole Foods is nearly level for the week.Previously: Whole Foods higher after EPS beat, dividend hike and sole CEO switch (Nov. 2)Previously: Whole Foods Market feels the heat from new rivals (Nov. 3)  ",2016-11-4
1494,Whole Foods Market feels the heat from new rivals,"
 Whole Foods Market (WFM +0.8%) is marginally higher after showing some sequential improvement with comparable sales. The company is still under pressure to maintain traffic and hold pricing due to the shifting sector.“Competition is everywhere; everybody’s feeling it,” noted Whole Foods Market (WFM) CEO John Mackey on the firm's earnings call yesterday.Mackey cited Amazon Fresh, Blue Apron, Hello Fresh, Plated, Sprouts Farmers Market and Fresh Thyme as new rivals for the company on top of traditional grocery chains.On the 365 roll-out, Whole Foods says it will make some tweaks and adjustments before really hitting the gas on expansion. 19 stores are currently in development.Whole Foods earnings call transcriptPreviously: Whole Foods Market beats by $0.04,  revenue in-line (Nov. 2)Previously: Whole Foods higher after EPS beat, dividend hike and sole CEO switch (Nov. 2)  ",2016-11-3
1495,Here are the S&P 500 companies that pay the highest and lowest corporate tax rates,"
Top 10: GE 79.2%, KMI 73.1%, AMZN 60.6%, CL 44%, UNH 42.6%, LOW 42.4%, FB 40.5%, CVS 39.3%, UNP 37.7%, CMCSA [[37.1%]]Lowest 10: GM -34.3%, CVX 2.7%, MDLZ 7.5%, FOXA 12.6%, AMGN 13%, LLY 13.7%, IBM 16.2%, GILD 16.8%, MRK 17.4%Source ",2016-11-3
