,news_title,news_details,date
101,"Transocean sends rigs to the scrap heap, dragging down offshore drillers","
 It's a rough day for offshore drilling contractors following Transocean's (RIG -7.1%) announcement last night that it will scrap four rigs and stack four more it previously had idled, taking a $300M-$325M charge. Most notably, the Deepwater Expedition, which was working for $650K/day in 2014, will be scrapped; overall, the number of rigs the company plans to scrap is now 16, with possibly more to come. RIG was awarded a $300K/day contract for one rig for work off the coast of Nigeria, and idles another rig. In cutting its stock price target to $16 from $17, RBC expects just 10%-20% of available rig days will be contracted eventually given current market conditions vs. Wall Street expectations for ~35%.
Also: ESV -4.3%, NE -5.3%, RDC -0.6%, DO -3.1%, SDRL -2.4%, ATW -5.7%, PACD -4.5%, HP -1.8%.  ",2015-03-19
102,Hercules Offshore -28% as analyst throws in the towel after two years,"
 Hercules Offshore (HERO -28.2%) shares are crushed after this morning's downgrade to zero by Deutsche Bank analyst Mike Urban, who had maintained a Buy rating on the oil drilling services company for more than two years. Urban says he had remained positive on HERO relative to his negative view  on the offshore driller sector because he did not foresee a lot of new  competition to enter the shallow Gulf of Mexico area where the  company had a commanding market position; that  dominant position is no longer enough, he says, because ""the  collapse in oil prices has eviscerated demand.���
Other stocks in the sector are rising today: RDC +3.6%, ATW +2.5%, RIG +2.4%, DO +2%, PKD-OLD +1.6%, HP +1.3%, ESV +1%.  ",2015-02-27
103,"Helmerich & Payne says it may cut 2,000 jobs as it idles rigs","
 In its earnings conference call today, Helmerich &��Payne (NYSE:HP) confirmed it may cut 2,000 jobs as it begins to idle rigs amid lower crude oil prices. ""The rig count reduction thus far has been more swift than many expected,"" CEO John Lindsay said during the call. HP also said it would now build only two high-tech FlexRigs per month this year, down from the four rigs it had planned. HP shares fell as much as 10% to a 52-week low $54 before recovering somewhat to end -3.7%, as a weak forecast for 2015 margins and revenue overshadowed better than expected FQ1 earnings.  ",2015-01-29
104,H&P reports headline beat but shares -7%,"
 Helmerich & Payne (HP -6.9%) opens sharply lower after reporting better than expected FQ1 earnings due to compensation from the early termination of contracts, and warning that results for the rest of 2015 would be hurt by lower oil prices. In FQ2, HP expects revenue days (activity) in the U.S. land segment to decrease by ~25% Q/Q, with average rig revenue per day falling from $28.6K in FQ1 to $27K-$27.5K; in the offshore segment, HP sees revenue days remaining flat Q/Q, with average rig margin per day of ~$19.5K from $20.7K in FQ1. Citigroup downgrades HP shares to Sell from Neutral and cuts its price target to $55 from $71, believing ""the defensive shine on the stock is tarnished by a collapse in  rig pricing and utilization, as well as rising risk of contract  cancellations/resets.""
 ",2015-01-29
105,"Helmerich & Payne beats by $0.17, beats on revenue","

Helmerich & Payne (NYSE:HP): FQ1 EPS of $1.70 beats by $0.17.
Revenue of $1.05B (+18.1% Y/Y) beats by $72.69M.
 ",2015-01-29
106,Energy stocks hit hard as crude inventories surge,"
 Energy stocks are broadly lower as Nymex crude oil futures fell another $1.68/bbl (-3.6%) to $44.53 after today's inventory report showed the largest weekly supply buildup since 1982, but drilling contractor are whacked with especially large losses. Examples: NBR -11.7%, PTEN -8.6%, PES -10.9%, PDS -12.3%, KEG -6.5%; Helmerich &��Payne (NYSE:HP), which reportedly has launched a round of steep layoffs, -6.3%. Among independent producers: DNR -9.7%, NFX -4.6%, SM -8.6%, SGY -10%, SD -9.7%, EOG -5.3%, PXD -6.8%, QEP -6%, APC -4.2%, XEC -3%.
ETFs: XLE, ERX, VDE, OIH, XOP, ERY, FCG, DIG, GASL, DUG, IYE, XES, IEO, IEZ, PXE, PXI, FENY, PXJ, RYE, FXN, DDG
  ",2015-01-28
107,"Nabors, Helmerich & Payne cut to Hold from Buy at KeyBanc","
 Nabors Industries (NBR -3.4%) and Helmerich &��Payne (HP -1.7%) are both downgraded to Hold form Buy at KeyBanc (I, II) following this week's business update from HP, which reveals how quickly and dramatically U.S. rig activity is reacting to the drop in oil prices. The firm expects the impact of a reduced number of working rigs and a drop on spot market dayrates to significantly hurt profitability at the two companies, at least until demand stabilizes; customers are sharply curtailing their drilling programs and releasing rigs as they come off contract. KeyBanc forecasts NBR's contracted rigs in the lower 48 states falling from an average of ~200 in Q4 2014 to 170 in Q1 2015, and to average 155 for full-year 2015.  ",2015-01-9
108,"Helmerich & Payne says rig prices down 10% amid ""ugly"" land driller outlook","
 Oil driller Helmerich &��Payne (HP -6.5%) is the day's biggest S&P 500 loser after saying rates for its  high-tech rigs have tumbled 10% Q/Q and warns of more softness ahead because of falling crude oil prices. ""Drilling activity and spot dayrate pricing are now expected  to  significantly decline in the U.S.,"" HP says in a  presentation which indicates deteriorating utilization and dayrates among land drillers is spreading farther and faster than expected. HP says the idle and available number of its FlexRigs has risen to 26 from 15 since Dec. 11, and sees expects to see another 40-50 FlexRigs become idle in the next 30 days from its current total of 287 but does not foresee further idling beyond that point. SunTrust analysts think HP���s rig count will wind up lower by the mid-30s in percentage Q/Q, cutting their 2015 EPS estimates on HP to $2.60, well below the consensus of $5.56, and slashing their price target to $56 from $70. Credit Suisse's James Wicklund, who offered little optimism for the oil service sector today, also slashed his estimates on land drillers HP, Nabors Industries (NBR -3.6%), Precision Drilling (PDS -2.1%) and Patterson-UTI (PTEN -3.6%) - ""the result is ugly.""  ",2015-01-7
109,Fund manager Hodges picking up oil bargains amid energy rout,"

Craig Hodges, co-portfolio manager of the Hodges Blue Chip 25 Fund, says he is going bargain hunting in the beaten-down energy sector because he sees oil eventually rebounding toward $80-$90/bbl.
Hodges particularly likes Continental Resources (NYSE:CLR), which has dropped from $60 to the low $30s  because it is a big driller in the relatively higher-priced Bakken Shale, but he expects a significant rebound when the energy sector  normalizes; Helmerich &��Payne (NYSE:HP) has lost 40%-45% of its value in recent weeks, but it is a very longstanding, high-quality maker of flex rigs for drillers.
The Hodges fund's top holding is U.S. Steel (NYSE:X), whose cost cuts since 2008 have the  company structured so that its stock will surge when it enjoys a resurgence in  demand; other stocks he likes for the long term include TRN, TCBI, BA.
 ",2015-01-6
110,"""Peak pessimism"" at hand for oil services stocks, Citi says","
Citigroup analyst Scott Gruber says now could be time for longer-term investors to bulk up on oil services stocks (NYSEARCA:OIH), taking the contrarian view that falling capital spending forecasts and looming bankruptcies by some E&P companies could portend that the industry���s shakeout is closer at hand.Meanwhile, Gruber says oil services stocks tend to stop falling as oil reaches ""unsustainably low��� levels, and investors appear to be through much of their selling since valuations have fallen so low.Oil services companies generally have been hit twice as hard as integrated oil majors during the past three months; related tickers include SLB, HAL, NOV, BHI, CAM, ESV, FTI, HP, TS, OII. ",2015-01-6
111,"Key Energy -15%, worst among energy stocks downgraded by Global Hunter","

Although the energy sector led today's stock advance, a raft of companies downgraded by Global Hunter mostly took it on the chin - none more so than Key Energy (NYSE:KEG), which plunged 15% after shares were cut to Reduce from Neutral with a $1.50 price target that was reduced from $2.50.
Also downgraded to Reduce were HERO -6.1%, NBR -3.2%, DO +1.3%.
Lowered to Neutral were HAL +0.5%, GEOS -8.9%, HP -2.9%, BAS -2.5%, PKD-OLD -2.5%, BHI +0.6%, BBEP -0.2%, MEP +0.1%.
Downgraded to Accumulate: PES -3.5%, PTEN -1.1%, NGLS +2.9%.
The firm upgraded five stocks - ATW, NOV, OII, RES and SPN - all of which gained in today's trading.
 ",2014-12-23
112,Report: Few big U.S. land drillers set to ride out oil downturn as winners,"
 Analysts say big U.S. land drillers that operate new, faster rigs are best placed to weather the downturn brought by weaker crude oil prices and could gain market share from smaller drillers with high debt levels and outdated equipment. Companies with considerable debt such as Nabors Industries (NYSE:NBR) and small private firms with less efficient rigs will scramble to keep them in operation; those with new rigs, such as Helmerich & Payne (NYSE:HP) at Patteron-UTI (NASDAQ:PTEN), will have more leeway to negotiate lower rates with producers and keep or even expand their business. The top 3-4 players had 65%-70% of the most modern rigs and the oil slump gives them a chance to win market share from small firms that make up about half of the U.S. land drilling sector, RBC Capital analyst Kurt Hallead says. HP has a debt-to-EBITDA ratio of less than 1, PTEN's is 2.3x while NBR is 7.4x.
 ",2014-12-18
113,"It's time to buy beaten-down oil stocks, some analysts say","

""Low oil prices cure low oil prices,��� meaning  that low oil prices will take supply off line - primarily shale oil  production in North America - and eventually prices will recover; if that maxim becomes reality, then it could be time pick up select energy stocks today at cheap prices, some analysts say.
U.S. Global Investors' Brian Hicks, who believes oil is oversold, favors Devon Energy (NYSE:DVN) for its low-cost Eagle Ford acreage purchased earlier this year, solid cash flow, and significant hedges  in place on 2015 production; he also likes oil services companies Noble Corp. (NYSE:NE) and Helmerich &��Payne (NYSE:HP).
Hodges Capital's Michael Breard likes North American oil producers that have the flexibility to shift to natural gas - where prices are more likely to hold up, he says - such as Matador Resources (NYSE:MTDR), Comstock Resources (NYSE:CRK) and Panhandle Oil and Gas (NYSE:PHX).
Deutsche Bank analysts like companies with the balance sheet  strength to survive, but also the budget flexibility, asset quality and  performance record to suggest they can return to growth  when energy prices go back up, including Anadarko (NYSE:APC), EOG��Resources (NYSE:EOG), Cimarex (NYSE:XEC) and Concho Resources (NYSE:CXO).
 ",2014-12-16
114,Offshore drillers wrecked as Seadrill suspends dividend,"
 Seadrill (SDRL -19.2%) shares are plunging after the drilling contractor suspended dividend payments due to ""significant deterioration"" in the broader markets, and North Atlantic Drilling (NADL -13.8%) suspends its dividend because of the delay of its agreement with Rosneft as well as the weaker market. The move is slamming the entire sector, and Wells Fargo says that although SDRL is the first driller to cut its dividend, Diamond Offshore (DO -8.3%) and Transocean (RIG -4.7%) will ""ultimately have to follow suit.""
Also: SDLP -6.6%, ESV -4.8%, ATW -4.3%, RDC -3.3%, NE -3.2%, PACD -6.5%, ORIG -2.7%, HP -1.1%, RIGP -2.5%.
ETF: OIH
  ",2014-11-26
115,"Helmerich & Payne -7% despite all-time highs in revenue, drilling","
 Helmerich & Payne (HP -7.2%) is sharply lower, despite setting records for revenue, operating income and drilling activity in its just concluded FY 2014. 
Q3 operating earnings for HP's U.S. land segment totaled $258M, up 9.6% Y/Y but down 4.6% from FQ3. HP expects to spend $1.4B-$1.7B capex in the next year, and says it is ""very well prepared for any type of softening in the market."" HP also says it entered into agreements to build and operate six new patented FlexRigs in U.S. oil and gas plays; the company has contracted 89 newbuild FlexRigs just in the past 14 months.  ",2014-11-13
116,Helmerich & Payne EPS of $1.53,"

Helmerich & Payne (NYSE:HP): FQ4 EPS of $1.53 may not be comparable to consensus of $1.67.
Revenue of $985M (+13.9% Y/Y) beats by $6.55M.
 ",2014-11-13
117,Diamond Offshore's Q3 pleasant surprise offers hope across sector,"
 Diamond Offshore's (DO +5.5%) better than expected Q3 results is providing a lift across the offshore drilling sector today: RIG +3.8%, ESV +4.1%, RDC +2.6%, SDRL +1.9%, PKD-OLD +3.6%, HP +3.1%, ATW -0.5%. It was a trifecta of good news for DO: Its operating profit of $0.97/share easily topped Wall Street consensus for $0.79, it announced a special dividend of $0.75/share, and a positive fleet status update included two new rigs that had found work with Hess and Petrobras extending contracts on three rigs for three years.
However, Cowen���s J.B. Lowe is cautious, noting that while that the $400K dayrates with Hess give DO a solid backlog though a soft time in the market, ""they represent a new low in leading-edge newbuild ultra-deepwater floaters in this part of the cycle.���  ",2014-10-23
118,Seadrill downgraded at Citi as oil price uncertainty increases,"

Seadrill (NYSE:SDRL) was downgraded to Neutral/High Risk from Buy today at Citigroup, which cited a combination of disappointing exploration, further investment decision delays and increased oil price uncertainty as leading to a 10% reduction in its medium-term rig demand forecast.
Citi believes the decline, combined with significant supply added in 2015, likely will extend the current market weakness into 2016, which could materially affect SDRL���s ability to sign and thus finance the next wave of its newbuilds; it also sees increased risk of dividend cuts to maintain the leverage ratio within covenants.
SDRL finished flat today but most offshore drillers rose even as the firm lowered its growth estimates across the sector to reflect a slowdown in investment: ATW +3.4%, HP +3.3%, RDC +3.2%, DO +2%, RIG +1.8%, NE +1.7%, PACD +1.2%, ESV +1%.
 ",2014-10-20
119,"Buy land drillers as play on rebounding oil prices, UBS says","
 UBS is upgrading the U.S. land drillers, believing that the selloff in the sector has been overdone, even assuming a more cautious North America environment. The firm stresses that buying the land drillers is partially a play on oil prices - it sees upside risk of 40%-80% if oil prices return to $90/bbl for WTI but downside risk of 25% if oil prices slide to $75 for a sustained period of time - but it says underlying industry fundamentals also are positive and the demand for pad-capable rigs will grow. Helmerich & Payne (HP -2.1%), Nabors Industries (NBR +1.1%) and Patterson-UTI Energy (PTEN +0.2%) are all upgraded to Buy from Neutral.  ",2014-10-17
120,Oil services companies rebound after positive notes from Citi,"
 Oil services companies are rising after Citigroup issued positive comments on a number of  stocks in the sector. Baker Hughes earns a Buy rating, seen as having a strong chance of meeting EPS estimates before tomorrow's open given recent contract wins in Norway and Brazil, and the stock's valuation is ""compelling."" Among small- and mid-caps, Citi starts Patterson-UTI (PTEN +5.7%) and RPC (RES +2.3%) with Buy ratings, seeing each as likely to outperform if, as the firm forecasts, crude prices rebound and E&P companies' capital expenditures are higher than expected. Citi tags Schlumberger (SLB +0.5%), Halliburton (HAL +2.1%), Weatherford (WFT +1%), Superior Energy (SPN +2%) and Helmerich &��Payne (HP +5.1%) with Neutral ratings.  ",2014-10-15
121,Helmerich & Payne moves up as FBR upgrades shares,"
 Helmerich & Payne (HP +1.3%) is upgraded to Outperform from Market Perform at FBR Capital but with a lower price target of $108 from $120. FBR thinks HP offers a total potential return of 40% before factoring the high probability of future dividend increases, and believes HP has  become compelling by the firm's primary valuation metrics. FBR cuts price targets by 10%-15% for several other oilfield services stocks, including Halliburton (HAL -0.3%), Baker Hughes (BHI -0.5%), Schlumberger (SLB +0.4%), RPC ([[RES] -2%), Independence Contract Drilling (ICD +0.3%) and Tesco (TESO +0.4%).  ",2014-10-14
122,Land drillers join offshore brethren with troublesome prospects,"
 Offshore drillers have company now that falling oil prices are hitting the shares of land drillers such as Helmerich & Payne (HP -3.7%), Patterson-UTI (PTEN -6.8%), Nabors Industries (NBR -4.7%) and Seventy Seven Energy (SSE -5%) - with good reason, Susquehanna analysts say. The firm views land drillers at considerable risk to estimate revisions, given high current dayrates and significant newbuild construction activity, which could be problematic if lower crude prices persist or a weaker outlook on U.S. E&P spending comes out of earnings season.
Nevertheless, the firm finds valuations much better in land drilling for now, and it prefers PTEN and NBR at a respective 3.7x and 4.5x 2015 EBITDA.  ",2014-10-9
123,Helmerich & Payne +2% as Argus upgrades to Buy,"
 Helmerich & Payne (HP -1.9%) is upgraded to Buy from Hold with a $124 price target at Argus, which believes HP's rare underperformance relative to the market over the last three months provides a favorable entry point for investors seeking exposure to a top U.S. drilling company with a focus on unconventional resources. Argus says HP continues to benefit from its position as the leading provider of high-horsepower, high-specification, premium AC-drive rigs in the U.S. onshore market, which are favored by E&P customers drilling complex unconventional horizontal wells.  ",2014-09-11
124,"Fleet status from Diamond Offshore, Hercules adds to concern over drillers","
 The latest fleet status reports from Diamond Offshore (DO -0.2%) and Hercules Offshore (HERO -3.8%), released after yesterday's close, appear to provide another sign that offshore drilling likely will get worse before it gets better. Raymond James analysts explain that DO's negative fleet status included a lower than expected dayrate on the ultra-deepwater rig Ocean Monarch for one year at $425K, below the firm's estimated 2015 rate of ~$450K; a convertible option to alter the contract to an 18-month term also was below expectations.
HERO's August fleet status included a contract termination; Raymond James had expected choppiness in the coming months through hurricane season, but says the termination and increase in potential rigs available is cause for further caution.
Also: SDRL -0.7%, RIG -0.5%, ESV -0.2%, HP -1.3%, RDC -0.7%, ATW -1%.  ",2014-08-21
125,"Helmerich & Payne upgraded at Global Hunter, shares still lower","
 Helmerich & Payne (HP -0.5%) is upgraded to Accumulate from Neutral with a $115 price target at Global Hunter, which believes HP��is poised to deliver stronger earnings growth than consensus expects through FY 2015. Global likes HP's backlog of 38 rigs on order with term contracts attached and expectations of continuing to build rigs on order. However, the firm has become more  conservative on its valuation criteria for the group and in that vein  have reduced the calendar-year 2015 EV/EBITDA multiple used to derive  its price target.  ",2014-08-12
126,"Helmerich & Payne misses by $0.02, beats on revenue","

Helmerich & Payne (NYSE:HP): FQ3 adj. EPS of $1.61 misses by $0.02.
Revenue of $952.1M (+13.3% Y/Y) beats by $9.97M.
 ",2014-07-31
127,Atwood optimism no help today as Seadrill sinks on convertible sale,"
 Johnson Rice is optimistic about Atwood Oceanics (ATW -2.3%) despite lowering its 2014 EPS forecast to $4.63 from $4.76; the firm considers ATW among its top picks among offshore drillers, with its combination of a well-contracted fleet with a discounted multiple vs. its peers on visible earnings growth in 2015. ATW and other offshore drillers are lower after Seadrill (SDRL -4.8%) announced it would sell $1B in convertible bonds; RIG -1.7%, HERO -1.3%, ESV -0.9%, RDC -0.9%, HP -0.8%, DO -0.1%.  ",2014-07-8
128,Atwood Oceanics nabs drilling services contract for rig,"
 Despite news that Atwood Oceanics (ATW +0.4%) found work for its semi-submersible Atwood Hunter for drilling off Equatorial Guinea, offshore drillers aren't enjoying the same boost they received yesterday from fleet updates provided by Ensco (ESV -0.6%) and Diamond Offshore (DO -0.6%). Cowen analysts view the contract as a positive since it fills a good portion of the gap in ATW���s remaining 2014 availability; should the Hunter option be exercised, the only rig in ATW���s fleet with 2014 availability is the jackup Atwood Mako, which completes a contract in November. Also today: SDRL -0.4%, RDC -0.1%, HP +0.8%, HERO +0.7%, NADL +1.4%, ORIG +0.4%, PACD -0.1%.  ",2014-06-19
129,"Don't read too much into Ensco���s big new contract, analysts say","
 Ensco���s (ESV +0.3%) fleet status update released late yesterday said it had contracted one of its offshore drillers at a rate far above what anyone thought possible in the current weak market, but analysts still see a struggle ahead for offshore drillers and warn that recent share price strength won't continue. Cowen analysts say the $650K dayrate for the Ensco DS-8 ultra-deepwater newbuild drillship is well ahead of the expected low-$500Ks thanks to unique circumstances, but lower-spec ultra-deepwater assets are commanding dayrates as low as $350K with the current market weakness likely to last well into 2015.
Still, the rally has pushed drillers' shares near their 200-day moving averages; today, DO +0.8%, SDRL +0.6%, HP +0.7%, ATW +0.1%, RDC -1%, HERO -2.2%.  ",2014-06-18
130,"Helmerich & Payne, Inc. declares $0.6875 dividend","

Helmerich & Payne Inc. (NYSE:HP) declares $0.6875/share quarterly dividend, 10% increase from prior dividend of $0.625.
Forward yield 2.50%
Payable Sept. 2; for shareholders of record Aug. 15; ex-div Aug. 13.
 ",2014-06-4
131,Helmerich & Payne -6% as Q1 results disappoint,"
 Helmerich &��Payne (HP -6%) shares are sharply lower after Q1 earnings came in lower than expected and the company���s international land operations business unit posted disappointing results. Operating revenues in U.S. land operations totaled $742M (83% of total revenue), up  8.2% Y/Y; average rig revenue per operating day was ~$28K,  down 0.8%, while average rig margin per day fell 1.4% to $14,957.International land operations recorded revenues of $85.5M, down  9.1% Y/Y; average daily rig revenue  was ~$37K, down 8.8%, while rig margin per day was  $10,918, down 1.2%. Signed multi-year deals with five E&P companies to build and operate nine additional FlexRigs to drill unconventional U.S. resource plays, bringing the total number of newbuild FlexRig commitments announced in FY 2014 to 44.  ",2014-04-24
132,"Helmerich & Payne Inc. beats by $0.12, beats on revenue","

Helmerich & Payne Inc. (NYSE:HP): FQ2 EPS of $1.59 beats by $0.12.
Revenue of $893.4M (+6.6% Y/Y) beats by $5.05M.
 ",2014-04-24
133,Energy stocks hit 52-week highs as energy boom takes hold,"

Some S&P energy stocks set new 52-week highs today, including Hess (NYSE:HES), EQT and Baker Hughes (BHI), as the sector begins to catch up to the hype about the U.S. energy renaissance.
Analysts say oil and gas drillers are just starting to reap the benefits  of an ancillary boom in energy-related technology and innovation; RBC Capital sees bullish prospects for rig companies, adding that drillers such as Helmerich & Payne (NYSE:HP), Patterson-UTI (NASDAQ:PTEN) and Nabors Industries (NYSE:NBR) are best positioned to capitalize on the boom.
BofA/Merrill's Stephen Suttmeier offers a technical set-up, seeing energy poised for a breakout similar to Oct. 2010, when the sector moved above its 13-, 26- and 40-week relative moving averages and outperformed for another six months.
ETFs: XLE, ERX, OIH, VDE, ERY, FCG, XOP, DIG, DUG, GASL, FRAK, XES, IYE, IEO, IEZ, GASX, PXE, PXJ, PXI, PSCE, FENY, RYE, FXN, DDG

 ",2014-04-22
134,Argentina's YPF ups Q4 profit by 88% as production rises,"
 
YPF says Q4 profit surged 88% to 1.9B Argentine pesos ($241M) on higher revenue from sales and production, beating analysts��� estimates. YPF also says it boosted crude production by 6.3% Y/Y while natural gas output rose 10.2%. YPF produces ~35% of Argentina's oil and gas and accounts for more than half of the fuel sold in the country.

Earlier this week, YPF said it signed two contracts totaling ~$1.2B to lease 15 drilling rigs to develop Vaca Muerta, which contains an estimated 27B barrels of shale oil; Helmerich &��Payne (NYSE:HP) will provide 10 of the rigs.
 ",2014-03-7
135,Helmerich & Payne wins Argentina drilling contracts,"
 Helmerich & Payne (HP +0.8%) says it secured drilling contracts with Argentina���s YPF for 10 rigs to be deployed in the country���s Vaca Muerta shale play. HP plans to deploy existing FlexRig rigs from the U.S. under five-year contracts, with the first rig expected to start operations in Q4 and full operation of all rigs by Q2 2015. The total value of the contracts is not disclosed, but HP says the award boosts its Argentina rig count to 19 units in ���one of the most promising unconventional plays outside the U.S.���  ",2014-03-5
136,Nabors Industries keeps rising but Morgan Stanley sees 30% more upside,"
 Nabors Industries (NBR +3.4%) extends yesterday's big gains after posting strong Q4 results, and Morgan Stanley thinks shares can move a lot higher, upgrading NBR to Overweight from Equal Weight and raising its price target to $28 from $18.
NBR has underperformed peers Helmerich & Payne (NYSE:HP) and Patterson-UTI (NASDAQ:PTEN) by ~25% since Q3 2013 on poor operational execution and a muddled corporate strategy, but Stanley sees signs that NBR's�� North America results have bottomed and execution has gained relative traction.
The firm also expects operational streamlining to gain momentum over coming quarters and is encouraged by the appointment of a new CFO.  ",2014-02-20
137,"Nabors +11% after Q4 tops expectations, improved drilling rig market seen","
 Nabors Industries (NBR +11%) surges to 52-week highs after reporting Q4 results that beat Wall Street expectations and offering an optimistic near-term outlook. ���We believe we���ve seen the bottom��� in the drilling rig market, CEO Tony Petrello said in today's earnings call, adding that rig rates  increased modestly in Q4 but could rise higher  this year. Daily rates for highly specialized walking rigs have begun to  increase as more U.S. oil companies use multiwell drilling platforms, Petrello says; a turnaround in the drilling business could lift land drillers out of their earnings slump. NBR's fleet of ~150 pad-compatible walking rigs saw 94% utilization in the Q4, while demand for its older, mechanical rigs continues to lag behind.
Most other deepwater drillers also are higher: PKD-OLD +2%, HP +1.7%, PDS +1.2%.
 ",2014-02-19
138,"Diamond Offshore's surprising Q4 strength lifts drillers, DO +2%","
 Recent bearish views on offshore drillers are forgotten for at least a day, as Diamond Offshore's (DO +2%) solid Q4 earnings and revenue beats help lift the entire sector. Cowen analysts especially like DO's increased dayrates: Q4 ultra-deepwater average dayrates rose to $350K/day from $284K, deepwater dayrates increased to $402K/day from $380K, and mid-water floater rates rose to $277K/day from $258K. However, Wunderlich notes that while the contracts and extensions are a positive, the low duration of the contracts may be the new norm for many of DO���s older lower specification rigs, which will translate to a lower backlog and less revenue visibility. 
ESV +3.4%, SDRL +2.1%, ATW +2.1%, RIG +2%, HP +2%, NBL +1.9%, RDC +1.9%, PKD-OLD +1.8%, HERO +1.3%.  ",2014-02-6
139,"Helmerich & Payne +2.1% on record quarterly results, new FlexRig contracts","
 In addition to issuing a strong set of FQ1 results, Helmerich &��Payne (HP +2.1%) announces plans to build and operate nine new FlexRigs for oil and gas companies in the U.S. Overall, HP nailed down 35 new FlexRig commitments in the quarter, and its global fleet is expected to total 366 land rigs once the new builds are completed.HP now expects to spend ~$950M on capital expenditures during FY 2014, citing increasing demand.But HP warns that U.S. land rig rates are set to flatten in FQ2 with rig expenses rising; in the U.S. offshore segment, rig margins and revenue days are set to decline, while rig rates are set to come in flat with revenue days down In international land drilling. ",2014-01-30
140,"Helmerich & Payne Inc. beats by $0.1, beats on revenue","

Helmerich & Payne Inc. (NYSE:HP): FQ1 EPS of $1.56 beats by $0.1.
Revenue of $889.2M (+5.3% Y/Y) beats by $22.5M.
 ",2014-01-30
141,"Noble Corp., Diamond Offshore shares down big on slower drilling outlook","
 Noble Corp. (NE -9.7%) leads a drop in deepwater drilling contractors after saying it is seeing fewer contract opportunities than a year ago and the industry may be experiencing a ���pause in the cycle��� after years of growth fueled by oil and natural gas discoveries. The pace of customer spending growth is expected to be lower this year compared with last year, NE says in its earnings call, and that's with 38 ultra-deepwater rigs around the world looking for work vs. 22 a year ago.The market for shallow-water rigs also looks wobbly, as Hercules Offshore (HERO -16.3%) said yesterday in a fleet status report that it suspended plans to reactivate a shallow-water rig in the Gulf of Mexico. Also: DO -5.3%, ESV -4.8%, RDC -3.8%, ATW -3.9%, RIG -3.5%, SDRL -2.8%, HP -1.1%, VTG -4.3%, PKD-OLD -1.9%.  ",2014-01-23
142,"Cowen cuts oil service and drilling stocks, eyes slower than expected growth","
 Cowen lowers its estimates on oil service and drilling stocks (NYSEARCA:OIH) after an internal survey estimates slower than expected 4% growth in exploration and production spending in 2014, presenting a difficult scenario for the stocks to perform well (Briefing.com). The firm downgrades and cuts earnings estimates for Baker Hughes (BHI -1.5%), Cameron (CAM -0.4%), Nabors Industries (NBR -2%), CGG (CGG-OLD -0.2%), Superior Energy (SPN -1.9%) and Helmerich &��Payne (HP +1.1%) to Market Perform from Outperform as it reduces industry growth estimates for 2014 and 2015.  ",2014-01-7
143,Helmerich & Payne revenue rises on strength in international land drilling,"

Helmerich &��Payne (NYSE:HP) +1.2% premarket after beating estimates on Q3 earnings and revenue, driven by growth in its international business.
Total revenue rose 4.2% to $864.5M, revenue at U.S. land operations - by far HP's largest segment - gained 1.8%, offshore operations' revenue added 2.7%, and international land-drilling revenue rose 27%.
Entered into agreements with three exploration and production companies to build and operate six additional FlexRigs in the U.S., all ordered under multiyear term contracts.
 ",2013-11-14
144,"Helmerich & Payne beats by $0.03, beats on revenues","

Helmerich & Payne (NYSE:HP): FQ4 EPS of $1.44 beats by $0.03.
Revenue of $864.5M beats by $18.65M. (PR)
 ",2013-11-14
145,Patterson-UTI earns Strong Buy as ISI turns bullish on oil services,"

ISI Group turns bullish on the U.S. land rig and oil services sector after two years at neutral, as ""E&P capex budgets finally appear poised for meaningful increases in 2014 driven by higher WTI prices, solid domestic production growth, and continued success in select basins."" (Briefing.com)
The firm's top picks are Patterson-UTI Energy (NASDAQ:PTEN), upgraded to Strong Buy, and Buy-rated Nabors Industries (NYSE:NBR), Key Energy (NYSE:KEG), and Helmerich & Payne (NYSE:HP).
 ",2013-11-8
146,Helmerich & Payne CEO Hans Helmerich plans to retire in March,"
 Helmerich &��Payne (HP -1.1%) announces the retirement of CEO Hans Helmerich effective March 5, 2014, to be replaced by President/COO to John Lindsay. Helmerich will remain Chairman and facilitate the CEO transition through a three-year consultancy agreement; he will not receive a severance payment related to his retirement.  ",2013-08-21
147,Helmerich & Payne downgraded at Argus,"
 Helmerich &��Payne (HP -1.7%) is downgraded to Hold from Buy at Argus based on valuation and weaker conditions in HP's main markets. HP remains heavily levered to the U.S., where the rig count has been relatively flat in 2013, and the firm expects continued weak drilling activity in the near term as E&P companies remain disciplined on capital spending. Although HP has gained share in unconventional plays, the firm believes earnings will come under pressure as the drilling market becomes more competitive.  ",2013-08-12
