,news_title,news_dates,news_details
365,Sony/ESPN India venture ready to launch this week,"Jan. 12, 2016, 1:55 AM","
 Following up on plans well in the works in the fall, Sony (NYSE:SNE) and ESPN (NYSE:DIS) are ready to launch two ESPN channels in India on Sunday. Sony ESPN and Sony ESPN HD will launch then, the first steps in a multiplatform collaboration between the two that will also result in a website and app. In October, the two said that Sony's KIX sports channel would rebrand as Sony ESPN and add the heavy digital presence. The menu will include adding  major college sports, boxing and the X Games to the lineup Sony had in place, heavy on cricket, soccer, the NBA, NFL and rugby. Its first event as Sony ESPN will be tennis' Australian Open, and it will develop programs around major cricket events to take advantage of the sport's primacy in India.  "
366,"Verizon, Sony to partner on video content slate for Go90","Jan. 6, 2016, 5:19 PM","
 Verizon (VZ -0.9%) and Sony Music (SNE -7.2%) are teaming on a video partnership for Verizon's Go90, adding a number of original shows and musical performances to the burgeoning mobile streaming service. Along with special live music events, the two plan to launch shows this year including Crashed, a hidden-camera comedy where fans are greeted by celebrities, and Car Star, a competition series focused on (surprise) singing in the car. Musical tie-ins will include a multi-night concert series showcasing Sony Music's artists. The deal also covers some previously announced programming arrangements between Go90 and Astronauts Wanted, a joint venture between Sony Music and MTV ex Judy McGrath.  "
367,Sony sold 5.7M PS4 units during holiday season,"Jan. 5, 2016, 4:08 PM","

As of Jan. 3, Sony (SNE +3%) has sold 35.9M PlayStation 4 units since the console's Nov. 2013 launch, up from 30.2M in late November.
Sony also states 35M+ PS4 games were sold through bricks-and-mortar stores and the PlayStation Store during the holiday season, and that PlayStation Plus subscriptions rose 60% Y/Y (no number has been given).
All signs suggest global PS4 sales continue outpacing Xbox One sales, which totaled 10M as of Nov. 2014 (the time of Microsoft's last Xbox sales update).
At the time of the PS4's launch, CPU/GPU supplier AMD (AMD -0.9%) was estimated by IHS to receive $100 per unit. Processor prices typically decline over a console's lifetime. However, even at $80/unit, 5.7M PS4 shipments would translate into $456M in revenue for AMD. The company has guided for Q4 revenue to drop 10% Q/Q (+/- 3%) from a Q3 level of $1.06B.
 "
368,CDC heavily debated cellphone radiation risk,"Jan. 3, 2016, 9:16 AM","

When the Centers for Disease Control and Prevention published new guidelines 18 months ago regarding the radiation risk from cellphones, it used unusually bold language: ""We recommend caution in cellphone use.""
Within weeks, though, the CDC reversed course. It no longer recommended caution, and deleted a passage specifically addressing potential risks for children.
Mainstream scientific consensus currently holds that there is little to no evidence that cellphone signals raise the risk of brain cancer or other health problems. Nevertheless, more than 500 pages of internal records obtained by NYT, along with interviews with former agency officials, reveal a debate and some disagreement among scientists and health agencies about what guidance to give as the use of mobile devices skyrockets.
Related tickers: NOK, AAPL, BBRY, MSI, SNE, VZ, TMUS, T, S, OTC:SSNLF, OTC:HTCXF, OTCPK:ZTCOF, OTCPK:ZTCOY

 "
369,Final push from the Force prods Hollywood to record box office year,"Dec. 31, 2015, 4:05 PM","
 Hollywood has capped off a record year of just over $11B at the box office -- with a little help at the end from some Star Warriors -- and the spoils aren't evenly divided between studios, as Universal has pulled off a historic hit year. A boost from Star Wars: The Force Awakens and its record-smashing performance pushed receipts past the $10.9B previous record, from 2013, by 1.5%. The $11B-plus was up 7.3% Y/Y.
With final numbers still coming in, admissions look flat, but higher ticket prices are providing a revenue boost. Universal (CMCSA -0.4%) and Walt Disney (DIS -1.1%) drove the year with dominating performances, while Paramount (VIA +1.7%, VIAB +0.9%), Fox (FOX -0.4%, FOXA -0.4%), Sony (SNE -0.4%) and Lions Gate (LGF +0.1%) all declined Y/Y. Universal's performance came from several of the year's biggest hits, notably Jurassic World, Furious 7, Minions, Pitch Perfect 2 and Fifty Shades of Grey. For its part, aside from an in-progress record push by Star Wars (about to surpass Jurassic World's domestic gross), Disney also put Avengers: Age of Ultron and Inside Out into the year's top five. Both of those drew more than $350M at home. Moviegoers who crave more original screenplays may end up disappointed, if studios learn any lesson from this record year: Seven of the top 10 films were sequels and remakes, and the top two (Jurassic World and Star Wars) are from franchises dating to 1993 and 1977 respectively.  "
370,Rovi renews global license with Sony,"Dec. 28, 2015, 9:07 AM","

(NASDAQ:ROVI) renews its license agreement with Sony (NYSE:SNE) for a multi-year term. The agreement enables the latter to continue to use Rovi's entertainment discovery platform for its consumer electronic devices worldwide.
Financial terms are not disclosed.

ROVI +2.1% premarket to $16.20.
 "
371,Reuters: Jan. 18 hearing set for U.S. movie antitrust case,"Dec. 18, 2015, 4:18 PM","
 U.S. studios will head to Europe for a January hearing over antitrust concerns that were initially raised with formal charges in July, Reuters reports. A charge sheet from the European Commission named Disney (DIS -3.8%), NBCUniversal (CMCSA -1.8%), Paramount (VIA -0.6%, VIAB -1.9%), Sony (SNE -2.8%), Twentieth Century Fox (FOX -1.4%, FOXA -1.4%), Warner Bros. (TWX -2.1%) -- and Sky (OTCPK:SKYAY -2.2%). The EC accused the firms of creating improper movie licensing deals blocking users outside the UK and Ireland (thus, most of Europe) from getting to paid Sky programming. Related clauses in the deals block other broadcasters from making pay TV available in the UK and Ireland. Meanwhile, the EC is pursuing a market less fragmented by border restrictions. Heavy fines could await all involved; the EU could fine companies up to 10% of global annual revenue. Disney pledged in the summer to fight vigorously. A closed-door hearing is set for Jan. 18-19.
Previously: EU antitrust charges against Hollywood: What's at stake (Jul. 23 2015)  "
372,Activision slumps following NPD data; EA stays positive,"Dec. 11, 2015, 2:49 PM","


NPD estimates U.S. physical retail video game sales fell 7% Y/Y in November to $993.9M, after having dropped 3% in seasonally weaker October to $349.4M. Aggressively-priced console bundles likely weighed on standalone game sales. Hardware sales rose 11% to $1.12B after being roughly flat in October, and peripheral/interactive toy sales rose 6% to $357.7M after rising 18% in October.
Not surprisingly, Activision's (ATVI -3.2%) Call of Duty: Black Ops III  was the month's top-selling game, followed by Bethseda's Fallout 4. However, Activision's Destiny: The Taken King fell out of the top-10, after coming in at #7 last month.
Electronic Arts' (EA +1.2%) Star Wars: Battlefront, which recently saw a $20 GameStop price cut amid mixed critic and user reviews, was #3. EA also took the #4, #6, and #7 spots via Madden NFL 16, FIFA 16, and Need for Speed. Madden and FIFA were also #4 and #6 last month.
Take-Two's (TTWO -1%) NBA 2K16 dropped three spots to #5, while WWE 2K16 fell out of the top-10. Ubisoft's (OTCPK:UBSFY) Assassin's Creed: Syndicate and Just Dance 2016 were #9 and #10; neither was in the top-10 last month.
Microsoft's (NASDAQ:MSFT) Halo 5: Guardians fell from #1 to #8. With Halo 5 providing less of a lift to Xbox One sales, the PlayStation 4 (NYSE:SNE) regained its status as the top-selling U.S. retail console.
EA remains green following the data and news the company is entering the eSports market. Activision (like GameStop) is underperforming amid a 1.8% Nasdaq drop, and Take-Two is down modestly.

Last month: Black Ops 3 sells $550M in opening weekend
 "
373,'Mockingjay' seals third straight lead in slow movie weekend,"Dec. 7, 2015, 1:42 PM","
 A traditionally slow post-Thanksgiving box-office weekend ended with The Hunger Games: Mockingjay Part 2 (LGF) holding on to its third straight weekend win, holding off a Christmas horror-comedy. 
Mockingjay 2 logged $18.6M to edge Krampus (NASDAQ:CMCSA), which took $16M, above a projected $10M-$13M. Lionsgate's series finale has grossed a cumulative $227.1M domestically. Meanwhile, Creed (NYSE:TWX) held the third spot with $15.54M -- which means a heavy drop-off for Pixar's The Good Dinosaur (NYSE:DIS) to $15.51M to fourth place. In its fifth week, James Bond film Spectre (NYSE:SNE) drew $5.4M to bring its cumulative domestic total to $184.5M. Overall, domestic box office for the weekend was likely to end up 20% ahead Y/Y.  "
374,Sony acquires Toshiba's sensor business for $155M,"Dec. 4, 2015, 7:10 AM","

Following a series of negotiations, Sony (NYSE:SNE) has announced that it's buying Toshiba's (OTCPK:TOSYY) image sensor business for 19B yen, or about $155M.
Toshiba's fabrication plant, equipment, and employees will transfer to Sony's new wholly-owned subsidiary, the Sony Semiconductor Corporation, within the fiscal year ending March 31, 2016.
Previously: Toshiba confirms sale of sensor business to Sony (Oct. 28 2015)
 "
375,"Box office strong, but short of record, for holiday","Nov. 30, 2015, 1:38 PM","
 U.S. box office tailed off a bit from a strong Thanksgiving Day but still finished up 12% Y/Y, though not enough to break turkey day records. Films collected $257M at domestic theaters between Wednesday and Sunday, compared to $293.7M during Thanksgiving two years ago (powered by The Hunger Games: Catching Fire and Frozen). Still, it was the fifth-biggest total ever for the holiday, paced by The Hunger Games: Mockingjay Part 2 (LGF -2%), which took $75.8M over the five days, bringing its global total to $440.7M. After Katniss, Pixar's The Good Dinosaur (DIS -1.1%) outpointed Creed (TWX +0.7%) in both three-day and five-day totals, drawing $56M over five days to Creed's $42.6M. Over the three-day weekend, Mockingjay, Dinosaur and Creed earned $51.6M, $39.2M and $30.1M respectively; those films were followed up by Spectre (SNE, $12.8M) and The Peanuts Movie (FOX, FOXA, $9.7M).  "
376,Sony's PS4 posts more than 30M sales,"Nov. 25, 2015, 4:49 AM","

With the holidays incoming, Sony (NYSE:SNE) has picked today to reveal that it has sold 30.2M PlayStation 4 videogame consoles to date, suggesting that it's dominating in the console wars.
While there have not been official sales figures for Microsoft's Xbox One since last November (when it recorded 10M unit sales), analysts say it is still lagging far behind the PlayStation 4.
Nintendo's Wii U, which was released in November 2012 - a year before the Xbox One and PS4 - sold 10.73M units as of September 30.
 "
377,"Lions Gate's 'Hunger Games' sendoff earns huge, disappointing $101M","Nov. 23, 2015, 2:33 PM","
 
The Hunger Games: Mockingjay Part 2 (LGF) dominated the box office with a $101M opening, a huge debut that still somehow came off as a disappointment -- as expected, on both counts. The number marked the year's fifth-biggest opening, but an opening low for the four-film franchise, and below even the low end of expectations that saw $110M-$125M coming in. Lions Gate stock, which dipped more than 3% on Friday as worried reports proliferated, was down as much as 4% early today but has rebounded, now up 0.9%. The dystopian finale easily bested the two third-week holdouts, Spectre (NYSE:SNE) and The Peanuts Movie (FOX, FOXA) -- and those two finished ahead of two other debut films, The Night Before (SNE; $10.1M) and Secret in Their Eyes ($6.6M). 
Spectre drew $14.6M to bring its three-week domestic haul to $153.7M, while The Peanuts Movie pulled $12.8M to bring its total to $98.9M. Worldwide, Mockingjay Part 2 has grossed $247M (compared with Part 1's $275M), and the studio is looking forward to milking a long holiday run with overseas help.
Previously: Theater stocks lower after Mockingjay box runs short of lofty forecast (Nov. 23 2015)
Previously: 'Mockingjay' to make splash, but raise questions for Lions Gate (Nov. 20 2015)  "
378,'Spectre' looms again in relatively slow box office weekend,"Nov. 16, 2015, 8:38 PM","
 With a weak midseason slate as competition, Bond film Spectre (SNE +0.5%) again had to contend mainly with The Peanuts Movie kids (FOX +2%, FOXA +2.1%) before prevailing for the second straight weekend. 
Spectre drew $35.4M, bringing its cumulative domestic take to $130.7M, while Charlie Brown and friends pulled $24M (hitting $82.3M total) for the second spot. The best debut came from inexpensive holiday comedy Love the Coopers (CBS +2.1%, LGF distributing), taking the No. 3 spot with $8.4M, just ahead of Fox's The Martian, which brought its domestic total to $207.4M in its seventh week. That film moved into seventh place among the year's top grossers. The weekend overall was down 23% Y/Y, a mild lull before the release of the final Hunger Games film from Lionsgate next week.  "
379,'Disney Infinity 3.0' launches as gaming test for Apple TV,"Nov. 11, 2015, 7:30 PM","
 Walt Disney (DIS -0.8%) launched Disney Infinity 3.0 for the Apple TV today, and unlike many games for the box, it comes with a chunky controller usually seen with higher-end gaming consoles. That could prove a critical test of whether the platform could support more intense gaming, and present real competition to the top two consoles made by Sony (NYSE:SNE) or Microsoft (NASDAQ:MSFT). Most all games on Apple TV are controlled by the device's slender remote. But the Nimbus controller made by SteelSeries (specifically for Apple's device) features analog sticks and D-pads familiar to console gamers, and sells for $50 (but at a $15 discount in the Infinity 3.0 bundle). Disney's entry in the toys-to-life category has underperformed compared to Activision Blizzard's Skylanders -- also now on Apple TV -- but the combination of content brands that Disney can leverage for the free-form game, including Marvel and Star Wars, has kept hopes high for the platform.
Previously: Disney Infinity 3.0 launches with 'Star Wars' characters (Aug. 31 2015)  "
380,"Bond, animated film hauls not exactly peanuts, as 'Spectre' scores","Nov. 9, 2015, 12:46 PM","
 As expected, hits returned to the box office this weekend after a few weeks of drought, with Bond beating Brown (... Charlie Brown). 
Spectre (SNE -0.7%) drew $73M to become the second-biggest debut in the James Bond series, behind 2012's Skyfall, which scored $88M in its opening. After an early opening overseas, Spectre is strong internationally with $200M this weekend and cumulative numbers that topped $300M. Spectre has a bit of a haul to profitability, though, as its production budget hit $250M. Meanwhile, The Peanuts Movie (FOX -2%, FOXA -2.1%) won by counterprogramming for families, scoring $45M, with 38% of the audience under 18 and giving positive word of mouth. Fox's The Martian, which marked a number of weeks at the top against weaker fare, grossed $9.3M to hold third place ($197.1M in six weeks) while Sony's Goosebumps got $7M for fourth ($66.4M cumulative) and Bridge of Spies (DIS distributing) $6.1M for fifth ($55M cumulative). Coming after the worst week of the year, this weekend likely puts the film industry back on track for the first ever $11B year in domestic box office.  "
381,"After months of dealing, Disney networks joining PlayStation Vue service","Nov. 5, 2015, 11:42 AM","
 Ahead of earnings coming this afternoon, Walt Disney (DIS -0.8%) has signed an agreement with Sony's PlayStation Vue (SNE -0.5%) to bring Disney networks to the streaming video service. The deal (which doesn't yet have a launch date) includes the company's major channels as well as smaller ones -- ESPN, ABC TV, Disney Channel, Fusion, the Longhorn Network -- and an ""extensive"" on-demand library of Disney content. Disney's programming was a glaring omission when the Vue service launched in March, offering some 50 channels for $50/month, though Sony said it was continuing to work on content deals at that time. In contrast to Disney's deal with Sling TV, the pact with Vue allows for multiple simultaneous streams in a household -- likely a dealbreaker issue considering the volume of children's content. It also follows on Disney's trial balloon of its DisneyLife subscription service in the UK.
Previously: Disney up 1% as it rolls out DisneyLife subscription service to UK (Oct. 21 2015)
Previously: Sony launches its 'cable killer' streaming video service (Mar. 18 2015)  "
382,"'Martian' still in orbit, leading films again against weak upstarts","Nov. 2, 2015, 1:35 PM","
 
The Martian (FOX +0.7%, FOXA +0.9%) continues to benefit from a dismal month for new film releases, taking the top spot for the fourth time in its five weeks of release as a number of debuts stumbled. The Matt Damon sci-fi adventure drew $11.4M (bringing its domestic total to $182.8M), and Goosebumps (SNE +1.4%) and Bridge of Spies (distributed by DIS +1.3%) benefited from weak competition as well, pulling $10.2M and $8.1M respectively to take the No. 2 and No. 3 spots. Bradley Cooper dramedy Burnt was the best of the new, taking the fifth spot with $5M, while Sandra Bullock-starring Our Brand is Crisis (distributed by TWX +1.5%) became the worst wide opener of her career, pulling just $3.4M from 2,202 theaters to finish eighth. A Halloween conflict with usually-busy Saturday was even worse than expected, as overall ticket sales dropped below the $75M mark, the worst weekend of the year. “All I can say is thank God Charlie Brown and James Bond are coming to save the day,” said Rentrak's Paul Dergarabedian.  "
383,Sony returns to profit in the second quarter,"Oct. 29, 2015, 3:13 AM","

Sony (NYSE:SNE) returned to profitability in the fiscal second-quarter on solid sales of its PlayStation 4 consoles and image sensors and strong revenue at its entertainment arm.
Net profit rose to ¥33.6B ($278.2M) from a year-earlier loss of ¥104.2B (following the writedown of its smartphone business), though the company maintained its full-year outlook.
The strong results indicate Sony's turnaround still has momentum, after years of restructuring at its consumer electronics operations.
 "
384,Toshiba confirms sale of sensor business to Sony,"Oct. 28, 2015, 3:21 AM","

Confirming earlier rumors, Toshiba (OTCPK:TOSYY) has announced the sale of its image sensor business to Sony (NYSE:SNE) as it tries to recover from a $1.3B accounting scandal.
Sony recently said it would spin off its image sensor business into a new wholly-owned subsidiary called Sony Semiconductor Corporation, and Toshiba's operations are set to come under that umbrella.
No financial details of the deal have been disclosed.
Previously: Sony reportedly buying Toshiba's image sensor unit for $165M (Oct. 24 2015)
 "
385,New film releases tank as 'Martian' retakes box office lead,"Oct. 26, 2015, 1:20 PM","
 Maybe everybody stayed at home trying to buy Star Wars tickets online. In a dismal weekend at the box office, five new wide releases tanked and surrendered leadership to three returning films, led by The Martian (FOX -0.2%, FOXA -0.1%), which reclaimed the top spot with $15.9M. 
Goosebumps (SNE +0.6%) and Bridge of Spies (DIS +0.2%) were second and third, with $15.5M and $11.4M respectively. Of the newcomers, The Last Witch Hunter (LGF +1.2%) did best -- which isn't saying much. The Vin Diesel film drew just $10.8M in more than 3,000 theaters for the No. 4 spot. The latest in a series, Paranormal Activity: The Ghost Dimension (VIA -0.7%, VIAB -1%) was sixth with $8.2M, showing on just 1,656 screens as some exhibitors skipped showing it over Paramount's home-entertainment plans. And biopic Steve Jobs (CMCSA +0.3%) went from one of the best per-screen averages in limited release to just $7.3M now that it's gone wide. Despite some critical acclaim for the film, that's barely better than the panned Ashton Kutcher film Jobs did in opening its take on the Apple chief.  "
386,Sony reportedly buying Toshiba's image sensor unit for $165M,"Oct. 24, 2015, 5:26 PM","


Bloomberg and Reuters report Sony (NYSE:SNE) is near a deal to buy Toshiba's (OTCPK:TOSBF) image sensor unit for ¥20B ($165M). A deal could be announced in the coming week.
The reports follow news Sony is spinning off its image sensor unit, which is a major iPhone/iPad supplier. Techno Systems Research estimates Sony had 40% of the 2014 image sensor market, up from 35% in 2013. OmniVision had 16%, and Samsung 15%. Both the mobile and automotive markets have lifted broader image sensor demand, while consumer interest in high-quality front and rear smartphone cameras has propped up ASPs.
As for Toshiba, the deal would continue a string of asset sales in the wake of the company's recent accounting scandal. Toshiba recently sold a stake in medical equipment maker Topcon for ¥49B ($404M), and a 30% stake in a building for ¥37B ($305M). Meanwhile, job cuts are planned for underperforming units.
 "
387,Sony shaves €50 off PS4 in Europe,"Oct. 21, 2015, 7:30 AM","

Looking to boost sales during the holiday season, Sony (NYSE:SNE) is lowering the price of its PlayStation 4 gaming system across many big European markets.
The new price, which is effective in Austria, Benelux, France, Germany, Ireland, Italy, Switzerland, Portugal and Spain, is €349, down from its original price tag of €399.
Previously: Sony cuts PS4 price ahead of holiday season (Oct. 08 2015)
 "
388,Videogame sales decline as hardware stays on the shelves,"Oct. 20, 2015, 12:08 AM","
 Videogame sales tumbled in September, NPD Group says, falling 9% to $1.01B, with holiday promotions seemingly just around the corner. Once again, both hardware and software declined, though hardware took the beating -- down 27% to $313.5M -- as many gamers may be awaiting a console price break or bundle in time for holiday shopping. Software sales fell just 3% by comparison, to $465.6M. Accessory sales rose again. In new games at retail, Metal Gear Solid V: The Phantom Pain (OTCPK:KNMCY) couldn't unseat either NBA 2K16 (NASDAQ:TTWO) or Madden NFL 16 (NASDAQ:EA), which finished September with a one-two punch, and settled at third place, just ahead of FIFA 16 (EA). Rounding out EA's sports-title success, NHL 16 debuted at No. 9. The only single-platform exclusive to make that top 10 was Super Mario Maker (OTCPK:NTDOY), which debuted at No. 6. Once again, Sony (NYSE:SNE) confirmed the PlayStation 4 was the top console, outselling the Xbox One (NASDAQ:MSFT) and Wii U. Sony's box has outsold Xbox One every month this year except April. But the hardware faced a tough comp against last year's sales, buttressed by the release of Destiny (NASDAQ:ATVI), says NPD's Liam Callahan. And he notes that the consoles are trending up M/M: “All eighth generation consoles [which includes PS4, Xbox One, and Wii U] experienced double-digit growth when comparing sales on a per-week basis.”  "
389,'Goosebumps' tops 'Crimson Peak' in box-office scare-off,"Oct. 19, 2015, 11:52 AM","
 In the scare-off at the pre-Halloween weekend box office, youth-focused Goosebumps (SNE +0.9%) spooked a larger-than-usual number of competitors to take the top spot with grosses of $23.5M. The rivals included the more grown-up gothic-romance Crimson Peak (CMCSA +0.3%), from director Guillermo del Toro, which disappointed with $12.9M for a fourth-place finish. 
The Martian (FOX -0.4%, FOXA -0.5%) gave up the top spot in its third week to finish second, with $21.5M ($143.8M cumulative). Among the other debuts, Bridge of Spies (DIS +0.6%), the Cold War drama starring Tom Hanks and directed by Steven Spielberg, was No. 3 with $15.4M. 
Goosebumps is based on the popular youth-horror book series -- but loosely, as the story involves author R.L. Stine himself, played by Jack Black. Meanwhile, Sony's Hotel Transylvania 2 took another $12.3M to hit $136.4M total for its four weeks of release.  "
390,CBS rejects ads for film about '60 Minutes' episode,"Oct. 16, 2015, 4:16 PM","
 
CBS won't run ads for the film Truth (NYSE:SNE), which the network has criticized and which depicts an incident CBS would like to leave behind: a discredited story on 60 Minutes II in 2004 about then-President Bush's military record. Sony pursued advertising on CBS news programs including the CBS Evening News and 60 Minutes. Truth opens today in only a few theaters. The film is based on the memoir of producer Mary Mapes, fired because of the report she produced (anchored by Dan Rather) that used questionable documents in alleging Bush was AWOL for some time from the Texas Air National Guard. CBS told Sony's ad firm that it wasn't comfortable accepting the ads because of inaccuracies and distortions in the movie, and that it would offend longtime CBS News employees. A source tells Variety that the rejections came more than two weeks ago but appear to have been kept quiet until the day of the film's release.  "
391,Analyst: Teens still show strong demand for newest game consoles,"Oct. 14, 2015, 9:15 PM","
 Demand is still strong among teens for the newest generation of videogame consoles, Piper Jaffray says -- and that's good news for leading game makers like Activision Blizzard (ATVI +0.4%) and Electronic Arts (EA +3.1%). Uptake of the Xbox One (MSFT -0.5%) and PlayStation 4 (SNE -1.5%) consoles ""is at the highest level we have seen, reinforcing our expectation for a much more rapid pace than prior-gen"" consoles, says analyst Michael Olson, a ""clear positive"" for Activision, EA, Take-Two Interactive (TTWO +0.2%) and retailer GameStop (GME -1.1%). The firm's semiannual survey found 73% of videogame-playing teens own an Xbox One or PlayStation 4, or intend to get one -- up from 70% last spring and 67% last fall. Some 39% currently own one of the newer consoles, up from 37% in the spring and 26% last fall. ""We believe the combination of next-gen console uptake and a robust lineup of AAA titles will lead to sustainable software growth through second-half 2015 and into 2016,"" Olson writes. Mobile players are stable, but the number who'll pay is rising as well. Some 24% of teens who play mobile games by makers like Glu Mobile (GLUU +1.2%) and King Digital (KING -0.4%) say they spend in-game money, the survey said, up from 21% in the spring.  "
392,'Martian' leads box office for second week; 'Pan' flops,"Oct. 12, 2015, 1:04 PM","
 
The Martian (FOX -0.5%, FOXA -0.4%) prevailed again at the weekend box office, while Time Warner's (TWX +0.6%) Pan laid an expensive egg, tanking with just $15.5M to finish third. Fox's Matt Damon space drama drew $37M, a good retention from its first weekend, to bring its total to $108.7M. Hotel Transylvania 2 (SNE +0.6%) was second for the weekend with $20.3M ($116.8M in three weeks of release), and no doubt its family audience pressured Pan as well. 
Pan was, well, panned by critics and disappointed despite a $150M budget and a release to more than 3,500 theaters. It's an unfortunate misfire for Warner Bros.; overseas release could mitigate the damage but it'll be among the year's biggest flops. It wasn't the only disappointment as Sony's The Walk, about Twin Towers high-wire walker Philippe Petit, drew just $3.6M despite going wide to 2,509 theaters. It finished in the seventh spot.  "
393,"ESPN, Sony partnering on India sports network","Oct. 8, 2015, 11:52 AM","
 ESPN (NYSE:DIS) and Sony (SNE -2.3%) are partnering to create a sports programming network in India with a comprehensive offering that could help ""the worldwide leader in sports"" with its subscription problem. Sony's Multi Screen Media already runs the Sony KIX sports channel there; it will rebrand as Sony ESPN and add a heavy digital presence (Web and mobile) to the TV programming. ESPN will add major college sports, boxing and the X Games to MSM's existing lineup featuring Indian Premier League cricket, European soccer, the NBA, NFL and rugby. The move suits strategy at both companies: Sony's efforts to move away from consumer electronics, and the chance for ESPN to boost subscriber growth as U.S. viewers cut the cord.
Previously: Disney: Evercore sees upside; ESPN faces layoffs, budget cuts (Sep. 22 2015)
Previously: Disney tumbles 8.9% after revenue miss; Iger talks ESPN again (Aug. 05 2015)
Previously: Disney's Iger bullish on ESPN despite consumer changes, unbundling (Aug. 04 2015)  "
394,Sony cuts PS4 price ahead of holiday season,"Oct. 8, 2015, 7:42 AM","

Sony (NYSE:SNE) is trimming the price on the PlayStation 4 for most of North America, after slashing the console's cost in Japan by more than 10% earlier this month.
""By cutting the price at this time, we aim to fuel momentum of PlayStation 4 toward the year-end holiday season,"" a spokesman at Sony Computer Entertainment said.
The new prices, which will take effect on Friday, are $349.99 in the U.S. and C$429.99 in Canada. They are currently sold for $399.99 and C$449.99, respectively.
 "
395,Activision's 'Black Ops 3' tops most anticipated game survey,"Oct. 7, 2015, 8:14 PM","
 Good news for Activision Blizzard (NASDAQ:ATVI) in the Nielsen Game Rank study, as its Call of Duty: Black Ops 3 is the most anticipated multiplatform video game for the holiday season. The game got a 98% rating in the Nielsen study, which measured overall anticipation for games to be released in Q4. Tied for second place were Fallout 4 from Bethesda Softworks and Ubisoft's (OTCPK:UBSFY +1.8%) Assassin's Creed: Syndicate, each at 95%. Eagerly awaited Star Wars: Battlefront, from Electronic Arts (EA -0.7%), was a surprising fifth place with 88% behind EA's new Need for Speed title at 92%. Among console exclusives, the top rankers vary: For the Xbox One, it's Microsoft's (NASDAQ:MSFT) Halo 5: Guardians (100%). For the PS4 (NYSE:SNE), Uncharted: The Nathan Drake Collection (79%). For Nintendo's (OTCPK:NTDOY) Wii U, it's Yoshi's Woolly World (91%).  "
396,WSJ: Sony ready to sell its half of biggest music publisher,"Oct. 7, 2015, 5:31 PM","
 After triggering a buy-sell clause in a deal with singer Michael Jackson's estate, Sony (SNE +1.6%) appears ready to sell its half of the world's biggest music publisher, Sony/ATV Music Publishing -- a company worth about $2B, reports The Wall Street Journal.
 Sony and Michael Jackson had jointly owned the company equally since 1995, and Jackson died in 2009. Though Sony's half may be worth $1B, the company hasn't put a price tag on its share, pending some direct talks with Jackson's estate; each partner can counter any buyout offer or bid for the other half. Sony/ATV has a catalog that has copyrights to most of the Beatles' songs, among many others including those by the Rolling Stones and Taylor Swift.  "
397,Sony to spin off image sensor division,"Oct. 6, 2015, 8:30 AM","

Sony (NYSE:SNE) is restructuring its devices division in a move that will spin off the firm's image sensor operations into a new company called Sony Semiconductor Solutions.
So far, Sony has primarily focused on splitting off underperforming units, but it said more autonomy for the sensors business would help it remain competitive.
 "
398,Fox up 2% on 'Martian' score; 'Transylvania' adds to success for Sony,"Oct. 5, 2015, 1:39 PM","
 Twenty-First Century Fox is trading up (FOX +1.6%, FOXA +2%) after a successful weekend for Matt Damon in The Martian, which easily topped the box office with $55M. It seemed like The Martian's weekend even before it hit theaters, with NASA's ""water on Mars"" announcement last Monday. The agency had been in touch in recent months with director Ridley Scott about their likely findings there. The film added $45M in foreign markets to hit $100M globally in its first weekend. 
Hotel Transylvania 2 (SNE +2.4%), which set a September opening record last week, was in the second position with $33M to bring its cumulative gross to $90.5M. Sicario (LGF +1.6%), which had logged impressive per-screen averages for Lions Gate in very light release the previous two weeks, took $12.1M in its wide release for third place. Fox also ran up numbers for its sequel Maze Runner: The Scorch Trials, which has a three-week total of $63.2M. Wags noted that among Saving Private Ryan, Interstellar and The Martian, U.S. studios have spent hundreds of millions of dollars simply retrieving Matt Damon from somewhere. Maybe a good strategy, as those films have worldwide grosses of $482M, $675M and $100M (so far) respectively.  "
399,'Hotel Transylvania 2' sets September record at box office,"Sep. 28, 2015, 10:55 AM","
 
Hotel Transylvania 2 nailed a much-needed win for Sony Pictures (SNE -4.1%), grossing $47.5M to set a September opening record and lead the box office over the weekend. The film broke its predecessor's record and easily outpaced The Intern (TWX -1.3%), which drew $18.2M as the other key debut of the week. It's Sony's biggest opening since early summer 2014, when 22 Jump Street opened with $57M. Among second-week holdovers, an expanded release for Everest (CMCSA -1.4%) didn't quite catch up to Maze Runner: The Scorch Trials (FOX -0.8%, FOXA -0.9%), which took $14M and the No. 3 spot to Everest's $13.1M. Black Mass (NYSE:TWX) took $11.5M for the No. 5 spot. Drug-war story Sicario scored a light $1.8M in its second week for Lions Gate (LGF -2.1%), but with an impressive per-screen average as the film opened in just six theaters and moved to 59 over the weekend. It goes wide next weekend.  "
